0	4519
13132800	4519
13134600	4531
13136400	4542
13138200	4543
13140000	4527
13141800	4504
13143600	4469
13145400	4419
13147200	4368
13149000	4341
13150800	4331
13152600	4285
13154400	4224
13156200	4204
13158000	4284
13159800	4431
13161600	4589
13163400	4758
13165200	4926
13167000	5071
13168800	5194
13170600	5285
13172400	5340
13174200	5396
13176000	5451
13177800	5512
13179600	5575
13181400	5618
13183200	5671
13185000	5787
13186800	5905
13188600	6023
13190400	6140
13192200	6247
13194000	6315
13195800	6328
13197600	6315
13199400	6301
13201200	6270
13203000	6215
13204800	6153
13206600	6098
13208400	6050
13210200	6007
13212000	5973
13213800	5970
13215600	5974
13217400	5948
13219200	5920
13221000	5901
13222800	5890
13224600	5858
13226400	5822
13228200	5792
13230000	5742
13231800	5684
13233600	5614
13235400	5542
13237200	5473
13239000	5404
13240800	5354
13242600	5344
13244400	5418
13246200	5552
13248000	5694
13249800	5834
13251600	5944
13253400	5997
13255200	6017
13257000	6014
13258800	5994
13260600	5937
13262400	5866
13264200	5822
13266000	5779
13267800	5746
13269600	5764
13271400	5869
13273200	6003
13275000	6137
13276800	6242
13278600	6372
13280400	6384
13282200	6357
13284000	6250
13285800	6093
13287600	5942
13289400	5839
13291200	5739
13293000	5651
13294800	5642
13296600	5571
13298400	5500
13300200	5429
13302000	5399
13303800	5515
13305600	5842
13307400	6211
13309200	6588
13311000	6928
13312800	7250
13314600	7477
13316400	7685
13318200	7921
13320000	8074
13321800	8147
13323600	8184
13325400	8270
13327200	8395
13329000	8490
13330800	8601
13332600	8734
13334400	8876
13336200	9001
13338000	9127
13339800	9262
13341600	9324
13343400	9248
13345200	9087
13347000	9009
13348800	8898
13350600	8749
13352400	8557
13354200	8329
13356000	8112
13357800	7965
13359600	8061
13361400	8373
13363200	8664
13365000	8920
13366800	9145
13368600	9435
13370400	9893
13372200	10396
13374000	10841
13375800	11222
13377600	11566
13379400	11885
13381200	12149
13383000	12359
13384800	12613
13386600	12868
13388400	13127
13390200	13373
13392000	13529
13393800	13579
13395600	13542
13397400	13391
13399200	13162
13401000	12769
13402800	12265
13404600	11633
13406400	10811
13408200	9988
13410000	9283
13411800	8692
13413600	8301
13415400	8055
13417200	7909
13419000	7849
13420800	7853
13422600	7946
13424400	8037
13426200	8133
13428000	8261
13429800	8365
13431600	8473
13433400	8588
13435200	8734
13437000	8997
13438800	9290
13440600	9592
13442400	9932
13444200	10382
13446000	10892
13447800	11422
13449600	11980
13451400	12385
13453200	12547
13455000	12597
13456800	12529
13458600	12338
13460400	12100
13462200	11830
13464000	11562
13465800	11224
13467600	10891
13469400	10676
13471200	10453
13473000	10274
13474800	10165
13476600	10032
13478400	9912
13480200	9866
13482000	9832
13483800	9598
13485600	9275
13487400	9079
13489200	8885
13491000	8591
13492800	8219
13494600	7870
13496400	7518
13498200	7208
13500000	7089
13501800	7114
13503600	7342
13505400	7689
13507200	8126
13509000	8712
13510800	9298
13512600	9789
13514400	10207
13516200	10556
13518000	10853
13519800	11125
13521600	11374
13523400	11570
13525200	11743
13527000	11964
13528800	12194
13530600	12377
13532400	12520
13534200	12664
13536000	12899
13537800	13143
13539600	13222
13541400	13142
13543200	12942
13545000	12710
13546800	12476
13548600	12129
13550400	11752
13552200	11617
13554000	11677
13555800	11701
13557600	11744
13559400	11814
13561200	11810
13563000	11719
13564800	11520
13566600	11159
13568400	10755
13570200	10438
13572000	10117
13573800	9762
13575600	9319
13577400	8914
13579200	8648
13581000	8352
13582800	8104
13584600	7969
13586400	7891
13588200	7766
13590000	7626
13591800	7525
13593600	7464
13595400	7465
13597200	7513
13599000	7583
13600800	7671
13602600	7781
13604400	7916
13606200	8089
13608000	8274
13609800	8459
13611600	8709
13613400	8971
13615200	9254
13617000	9545
13618800	9796
13620600	9959
13622400	9825
13624200	9383
13626000	8844
13627800	8262
13629600	7644
13631400	7146
13633200	6772
13635000	6478
13636800	6475
13638600	6901
13640400	7299
13642200	7620
13644000	7885
13645800	8019
13647600	8007
13649400	7897
13651200	7744
13653000	7513
13654800	7256
13656600	6941
13658400	6655
13660200	6437
13662000	6298
13663800	6165
13665600	6052
13667400	5982
13669200	5940
13671000	5920
13672800	5937
13674600	5865
13676400	5816
13678200	5720
13680000	5578
13681800	5348
13683600	5011
13685400	4718
13687200	4439
13689000	4278
13690800	4268
13692600	4270
13694400	4314
13696200	4428
13698000	4572
13699800	4735
13701600	4924
13703400	5156
13705200	5385
13707000	5620
13708800	5949
13710600	6352
13712400	6626
13714200	6870
13716000	6991
13717800	7038
13719600	7012
13721400	6894
13723200	6777
13725000	6771
13726800	6804
13728600	6841
13730400	6929
13732200	7061
13734000	7162
13735800	7278
13737600	7395
13739400	7511
13741200	7628
13743000	7725
13744800	7760
13746600	7698
13748400	7521
13750200	7268
13752000	7027
13753800	6783
13755600	6541
13757400	6359
13759200	6286
13761000	6265
13762800	6362
13764600	6538
13766400	6780
13768200	7091
13770000	7325
13771800	7550
13773600	7720
13775400	7826
13777200	7939
13779000	8058
13780800	8131
13782600	8129
13784400	8101
13786200	8220
13788000	8430
13789800	8592
13791600	8805
13793400	9041
13795200	9349
13797000	9695
13798800	9916
13800600	9993
13802400	10005
13804200	10027
13806000	10041
13807800	9949
13809600	9835
13811400	9778
13813200	9713
13815000	9709
13816800	9738
13818600	9788
13820400	9841
13822200	9890
13824000	9922
13825800	9922
13827600	9919
13829400	9852
13831200	9775
13833000	9759
13834800	9739
13836600	9675
13838400	9539
13840200	9377
13842000	9183
13843800	9033
13845600	9015
13847400	9009
13849200	9081
13851000	9257
13852800	9398
13854600	9516
13856400	9576
13858200	9541
13860000	9467
13861800	9414
13863600	9355
13865400	9321
13867200	9329
13869000	9345
13870800	9369
13872600	9464
13874400	9737
13876200	10185
13878000	10745
13879800	11296
13881600	11764
13883400	11881
13885200	11804
13887000	11825
13888800	11780
13890600	11583
13892400	11390
13894200	11223
13896000	11091
13897800	10974
13899600	10900
13901400	10849
13903200	10806
13905000	10724
13906800	10638
13908600	10606
13910400	10587
13912200	10510
13914000	10405
13915800	10295
13917600	10173
13919400	10021
13921200	9825
13923000	9527
13924800	9189
13926600	8922
13928400	8676
13930200	8444
13932000	8258
13933800	8226
13935600	8380
13937400	8587
13939200	8916
13941000	9358
13942800	9834
13944600	10330
13946400	10721
13948200	11011
13950000	11226
13951800	11465
13953600	11651
13955400	11806
13957200	11924
13959000	12076
13960800	12059
13962600	11658
13964400	11168
13966200	10651
13968000	10298
13969800	10330
13971600	10459
13973400	10632
13975200	10818
13977000	11108
13978800	11447
13980600	11717
13982400	11921
13984200	12138
13986000	12328
13987800	12490
13989600	12530
13991400	12486
13993200	12388
13995000	12283
13996800	12210
13998600	11993
14000400	11747
14002200	11583
14004000	11428
14005800	11190
14007600	10964
14009400	10802
14011200	10668
14013000	10522
14014800	10377
14016600	10260
14018400	10206
14020200	10210
14022000	10304
14023800	10464
14025600	10676
14027400	10864
14029200	10917
14031000	10946
14032800	10980
14034600	11019
14036400	11042
14038200	11015
14040000	11023
14041800	11121
14043600	11218
14045400	11369
14047200	11581
14049000	11844
14050800	12291
14052600	12889
14054400	13585
14056200	14270
14058000	14980
14059800	15690
14061600	16075
14063400	16086
14065200	15761
14067000	15212
14068800	14630
14070600	14173
14072400	13878
14074200	13932
14076000	14051
14077800	13842
14079600	13510
14081400	13015
14083200	12439
14085000	11790
14086800	11128
14088600	10453
14090400	9897
14092200	9726
14094000	9517
14095800	9327
14097600	9133
14099400	8791
14101200	8291
14103000	7952
14104800	7680
14106600	7530
14108400	7513
14110200	7573
14112000	7703
14113800	7899
14115600	8022
14117400	8086
14119200	8167
14121000	8218
14122800	8211
14124600	8170
14126400	8128
14128200	8086
14130000	8041
14131800	7995
14133600	7947
14135400	7933
14137200	7989
14139000	8059
14140800	8105
14142600	8154
14144400	8204
14146200	8372
14148000	8634
14149800	8657
14151600	8652
14153400	8754
14155200	8845
14157000	8911
14158800	8922
14160600	8858
14162400	8717
14164200	8647
14166000	8561
14167800	8270
14169600	7949
14171400	7736
14173200	7515
14175000	7241
14176800	7033
14178600	6824
14180400	6659
14182200	6547
14184000	6418
14185800	6242
14187600	6038
14189400	5909
14191200	5871
14193000	5823
14194800	5824
14196600	5841
14198400	5943
14200200	6199
14202000	6458
14203800	6751
14205600	7088
14207400	7417
14209200	7701
14211000	8102
14212800	8497
14214600	8933
14216400	9404
14218200	9864
14220000	10373
14221800	10816
14223600	11293
14225400	11732
14227200	12130
14229000	12461
14230800	12578
14232600	12515
14234400	12361
14236200	12209
14238000	12002
14239800	11643
14241600	11313
14243400	11060
14245200	10836
14247000	10615
14248800	10452
14250600	10333
14252400	10241
14254200	10203
14256000	10241
14257800	10175
14259600	10104
14261400	10029
14263200	9918
